date,company,state,zip,product,sub_product,issue,sub_issue,consumer_complaint,company_response,tags,submitted_via,company_response_to_consumer,timely_response,consumer_disputed,ID
5/31/15,TRANSWORLD SYSTEMS INC,DC,200XX,Debt collection,"Other (i.e. phone, health club, etc.)",Communication tactics,Used obscene/profane/abusive language,"I believe car-share company XXXX and debt collection agency Transworld Systems violated the Fair Debt Collection Practices Act : a ) by making false statements on XXXX notices mailed to my address ; b ) because of Transworld 's inability to retrieve the debt account from its internal computer system to assist me ; c ) because of Transworld 's admission that it has no jurisdiction/authority over the debt, and d ) because of XXXX 's attempt to deceive ( mislead ) me into believing that Transworld was contacting me to collect a debt that would be applied to my credit report. 

Following are my top concerns : XXXX of the XXXX notices received reads : "" This is sent to you by a collection agency. "" o This is false. If it were true, the Transworld representative would have been able to help me. ( Image included ). 
The XXXX letters does not contain what is called a "" XXXX XXXX XXXX. "" o The field is blank. According to the Transworld representative, this was XXXX of the primary indicators that illustrate Transworld has no authority over the debt. ( Image included ). 
XXXX of the XXXX letters received read : "" This account has been placed with our agency for collection. "" o This is false. Transworld could not access the debt in its internal computer system ( no record existed ) and could not help me ... and subsequently sent me back to XXXX ( who refused to undertake my dispute ). ( Image included ). 
XXXX of the XXXX letters received read : "" Please be advised that we have been authorized to pursue collection ... '' o This is false. Again, Transworld indicated it had no jurisdiction over the debt and could not help me. ( Image included ). 

I have included a full ( comprehensive ) statement to provide more information considering the character limit on this text box. 

*Please note that I believe the improper communication tactic is grounded in making false statements.",,,Web,Closed with explanation,Yes,No,1399319
7/12/16,"EQUIFAX, INC.",GA,301XX,Credit reporting,,Incorrect information on credit report,Information is not mine,Equifax is reporting address information that do not or never belong to be. Please assist me in getting the following address information removed from my credit file : XXXX XXXX and XXXX XXXX,,,Web,Closed with explanation,Yes,Yes,2007661
8/17/15,"BANK OF AMERICA, NATIONAL ASSOCIATION",OH,431XX,Credit card,,Other,,"I was sent a promotion of a credit card, "" prepared for '' me. I applied forthe "" XXXX '' credit card, after which I wassent a letter that said I had too high of credit balances. Yes, I had XXXXcredit cards, XXXX with a balance of {$17000.00} and XXXX with a balance of {$18000.00} because those cards gave me an extended promotionalperiod with XXXX interest. I have XXXX times as much money in mysavings account as my credit card balances and I always pay mycards entire balance off each month ( unless they give me a promoat zero % interest, in which case I always pay the minimum paymentas they require. Upon receipt of the refusal notice, I called all mycredit cards and either cancelled them or reduced the credit limit totheir minimum, and paid all of them off except for the one with abalance of {$18000.00}. The reason I am writing you, within a weekor two of my refusal, I receive the same promotion for the samecredit card, for which I applied again, thinking I have cleaned upmy unused credit cards and I have reduced the credit limits for thoseI kept, except for the XXXX mentioned. However, just today I receivedanother refusal letter, stating there were "" too many inquiries on mycredit file and you have sufficient utilization of your credit ''. Yes, I hadtoo many inquiries I suspect because every time they change a creditlimit, even if I requested it be reduced, there was an inquiry. I suspectevery time I cancelled a card, it was recorded on my credit file. Now, being given a reason that "" you have sufficient utilization of your credit '' means what - darned if I know. Yes, if they give me 0 % interest, I amgoing to utilize that credit as long as they let me! The real irony is thatmy husband and I have over XXXX XXXX in assets and over XXXX XXXX inliquid assets which we can use to pay off that {$18000.00} as soon as the0 % promotional period ends. We were able to save those assets bybeing "" cheap '', such as using 0 % promotional offers. Granted, Bank ofAmerica does n't make as much money off of me as those that run abalance and pay what I think is excessive credit card interest. 
However, do n't send me repeated promotions once they haveturned me down. Also, I do n't think it is right to refuse an applicantonce they determine that I do n't pay credit card companies or banksthat offer them interest. If they are going to send me letter after letterafter letter telling me why I should apply for a credit card, but onlyapprove me if they think I will run up a balance, get in over my headand make them more money, that just is n't right!! Yes, I know thecredit reporting companies are not perfect, but the credit report andsystem is tilted towards banks so they can charge interest and makemoney. I paid off my mortgage as quickly as possible and flat out don'tpay interest. If they are going to penalize me because I have $ XXXXXXXXon a credit card that offered me that 0 % promotion when I have XXXXthat in savings that just is n't right, even if they do n't make as muchmoney off of me as they think they should.",Company chooses not to provide a public response,Older American,Web,Closed with non-monetary relief,Yes,No,1522797
12/23/15,JPMORGAN CHASE & CO.,AZ,85283,Bank account or service,Other bank product/service,"Account opening, closing, or management",,,,,Referral,Closed with explanation,Yes,No,1715084
7/27/15,ICQ Search and Recovery Inc.,CA,91202,Debt collection,"Other (i.e. phone, health club, etc.)",Disclosure verification of debt,Not given enough info to verify debt,,,,Referral,Closed with explanation,Yes,No,1487757
4/29/16,Filings and Claims Inc.,OH,441XX,Debt collection,I do not know,Taking/threatening an illegal action,Threatened arrest/jail if do not pay,Stated that they were going to subpoena me at my home or job and if I was not there they were going to give me a bench warrant.,,,Web,Closed with explanation,Yes,No,1902143
3/11/14,"Halsted Financial Services, LLC.",PA,19130,Credit card,,Identity theft / Fraud / Embezzlement,,,,,Web,Closed with explanation,Yes,No,755688
9/8/16,WELLS FARGO & COMPANY,CA,940XX,Credit card,,APR or interest rate,,"Dear Consumer Financial Protection, I had a {$10000.00} secure credit card with Wells Fargo. They keep my funds to use as collateral. However, I do not receive any interest from them for them keeping this {$10000.00}. What I am surprise at is that when I make payments it does not being applied to the old transactions first WHICH I AM BEING CHARGED INTEREST ON even though they are holding {$10000.00} which I collect no interest from but on top of that payments I made are being apply to most recent transactions which accrue less interest. I have paid over {$450.00} in interest at least and get no interest from the collateral they hold which is a double whammy.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,,Web,Closed with explanation,Yes,Yes,2102583
2/3/16,Tri-Counties Accounts Adjustment Bureau,CA,92124,Debt collection,Medical,Disclosure verification of debt,Not given enough info to verify debt,,,,Web,Closed with explanation,No,No,1771193
1/5/16,"Accelerated Receivables Management, Inc.",TX,75025,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt is not mine,,,,Web,Untimely response,No,No,1727841
6/23/15,CAPITAL ONE FINANCIAL CORPORATION,OR,972XX,Credit card,,Billing statement,,"1. ) Despite repeated requests from me Capital One has been very devious about not sending a statement when I have a balance due. They send it regularly when I do not have a balance due, but somehow they either do n't send XXXX or it will be late when there IS a balance due. In short, it 's up to me to watch them carefully to make sure I do n't incur any late fees. 

2. ) The due dates for payments change from time to time with no clear explanation as to why when I call. 
3. ) When I 've paid off my card in the past they will frequently try to tack on an extra charge unless I call and complain or send an email. 

No, I can not offer any proof ( statements, etc. ), but I think the cfpb should be aware that Capital One is only playing by the rules when challenged. I do n't use my credit card very often and this is the reason why. Capital One is not, not, not trustworthy. 

Thank you. 

XXXX XXXX",,,Web,Closed with explanation,Yes,No,1434286
